Name,Code,Longitude,Latitude,KECAMATAN,KODE POS,FINAL CYCLE
Store 00580,C100102787,112.51258178,-8.1160415,WONOSARI,PLANDI - 65161,Biweekly
Store 00581,C000199578,112.511223,-8.115884,WONOSARI,KLUWUT - 65161,Biweekly
Store 00582,C000199575,112.509538,-8.115938,WONOSARI,KLUWUT - 65161,Monthly
Store 00583,C000199577,112.504154,-8.11165,WONOSARI,KLUWUT - 65161,Biweekly
Store 00584,C000199576,112.50577,-8.114277,WONOSARI,KLUWUT - 65161,Biweekly
Store 00585,C000199573,112.512375,-8.117922,WONOSARI,PLANDI - 65161,Monthly
Store 00586,C100302076,112.5136,-8.07086,WONOSARI,PLANDI - 65161,Monthly
Store 00587,C000199625,112.516035,-8.068893,WONOSARI,KEBOBANG - 65161,Biweekly
Store 00588,C000199640,112.502591,-8.092194,WONOSARI,KLUWUT - 65161,Monthly
Store 00589,C100116076,112.52661653,-8.0926589,WONOSARI,PLAOSAN - 65161,Biweekly
Store 00590,C100339947,112.50261915,-8.10231049,WONOSARI,KLUWUT - 65161,Biweekly
Store 00591,C100270532,112.494902,-8.102768,WONOSARI,BANGELAN - 65161,Biweekly
Store 00592,C100271618,112.50341615,-8.10262881,WONOSARI,KLUWUT - 65161,Weekly
Store 00593,C100200431,112.50338373,-8.1026016,WONOSARI,KLUWUT - 65161,Biweekly
Store 00594,C100270733,112.50262623,-8.09080648,WONOSARI,KLUWUT - 65161,Monthly
Store 00595,C100162367,112.50267037,-8.09093362,WONOSARI,KLUWUT - 65161,Monthly
Store 00596,C100086526,112.516702,-8.08507226,WONOSARI,PLAOSAN - 65161,Biweekly
Store 00597,C000199628,112.502597,-8.092206,WONOSARI,KLUWUT - 65161,Monthly
Store 00598,C100341487,112.48697407,-8.04573602,WONOSARI,SUMBERTEMPUR - 65161,Monthly
Store 00599,C100113175,112.48600353,-8.0388719,WONOSARI,SUMBERTEMPUR - 65161,Biweekly
Store 00600,C000468333,112.48708,-8.045894,WONOSARI,SUMBERTEMPUR - 65161,Biweekly
Store 00601,C100253996,112.49725931,-8.03277811,WONOSARI,WONOSARI - 65161,Biweekly
Store 00602,C100299754,112.501352,-8.055516,WONOSARI,KEBOBANG - 65161,Biweekly
Store 00603,C100299752,112.489305,-8.056509,WONOSARI,SUMBERTEMPUR - 65161,Monthly
Store 00604,C000199631,112.48592,-8.038874,WONOSARI,KLUWUT - 65161,Biweekly
Store 00605,C100386794,112.46517005,-8.04106684,WONOSARI,SUMBERDEM - 65161,Biweekly
Store 00606,C000199636,112.465263,-8.041069,WONOSARI,SUMBERDEM - 65161,Monthly
Store 00607,C000199637,112.465083,-8.042435,WONOSARI,SUMBERDEM - 65161,Biweekly
Store 00608,C000199635,112.465142,-8.041121,WONOSARI,SUMBERDEM - 65161,Biweekly
Store 00609,C000199639,112.490077,-8.057455,WONOSARI,KLUWUT - 65161,Biweekly
Store 00610,C000468347,112.505,-8.06253,WONOSARI,KEBOBANG - 65161,Biweekly
Store 00611,C000199630,112.490077,-8.057455,WONOSARI,KLUWUT - 65161,Monthly
Store 00612,C000199620,112.518802,-8.076728,WONOSARI,KEBOBANG - 65161,Monthly
Store 00613,C000199585,112.498109,-8.104488,WONOSARI,BANGELAN - 65161,Biweekly
Store 00614,C000199588,112.487815,-8.051369,WONOSARI,SUMBERTEMPUR - 65161,Biweekly
Store 00615,C000199592,112.494803,-8.031189,WONOSARI,WONOSARI - 65161,Biweekly
Store 00616,C000199591,112.494868,-8.031242,WONOSARI,WONOSARI - 65161,Monthly
Store 00617,C000199627,112.48577,-8.041402,WONOSARI,SUMBERTEMPUR - 65161,Biweekly
Store 00618,C000199590,112.494772,-8.031168,WONOSARI,WONOSARI - 65161,Monthly
Store 00619,C000199587,112.489919,-8.057525,WONOSARI,SUMBERTEMPUR - 65161,Biweekly
Store 00620,C000199222,112.513401,-8.07206,WONOSARI,KEBOBANG - 65161,Biweekly
Store 00621,C000199000,112.495005,-8.031249,WONOSARI,WONOSARI - 65161,Biweekly
Store 00622,C000199205,112.494058,-8.031119,WONOSARI,WONOSARI - 65161,Monthly
Store 00623,C000198999,112.495037,-8.031266,WONOSARI,WONOSARI - 65161,Biweekly
Store 00624,C100281680,112.628916,-8.004547,WAJAK,BLAYU - 65173,Weekly
Store 00625,C000196109,112.628916,-8.004547,WAJAK,WAJAK - 65173,Monthly
Store 00626,C000196115,112.734636,-8.103958,WAJAK,WAJAK - 65173,Biweekly
Store 00627,C000196110,112.734742,-8.104355,WAJAK,WAJAK - 65173,Biweekly
Store 00628,C000197595,112.733197,-8.102951,WAJAK,WAJAK - 65173,Biweekly
Store 00629,C100380671,112.731533333333,-8.10247833333333,WAJAK,KIDANGBANG - 65173,Biweekly
Store 00630,C000489192,112.731668,-8.10249,WAJAK,WAJAK - 65173,Monthly
Store 00631,C000197601,112.730429,-8.102346,WAJAK,WAJAK - 65173,Monthly
Store 00632,C000196107,112.734203,-8.103837,WAJAK,WAJAK - 65173,Monthly
Store 00633,C000197629,112.703668,-8.090377,WAJAK,KIDANGBANG - 65173,Biweekly
Store 00634,C000197809,112.701464,-8.094682,WAJAK,KIDANGBANG - 65173,Biweekly
Store 00635,C100141851,112.70750129,-8.09507835,WAJAK,KIDANGBANG - 65173,Biweekly
Store 00636,C000197632,112.704795,-8.095151,WAJAK,KIDANGBANG - 65173,Biweekly
Store 00637,C000489135,112.717582,-8.098552,WAJAK,SUKOANYAR - 65173,Biweekly
Store 00638,C100350381,112.723358,-8.100136,WAJAK,SUKOANYAR - 65173,Biweekly
Store 00639,C000197633,112.717489,-8.098742,WAJAK,WAJAK - 65173,Biweekly
Store 00640,C000197627,112.703575,-8.090539,WAJAK,KIDANGBANG - 65173,Biweekly
Store 00641,C000197316,112.703402,-8.095039,WAJAK,KIDANGBANG - 65173,Biweekly
Store 00642,C100236681,112.7335577,-8.1104634,WAJAK,BLAYU - 65173,Weekly
Store 00643,C100160044,112.73341843,-8.11045337,WAJAK,WAJAK - 65173,Weekly
Store 00644,C100176572,112.73763995,-8.11354216,WAJAK,BLAYU - 65173,Biweekly
Store 00645,C100066916,112.73495018,-8.10976418,WAJAK,BLAYU - 65173,Weekly
Store 00646,C000465440,112.737361,-8.113449,WAJAK,BLAYU - 65173,Monthly
Store 00647,C100380672,112.727586666666,-8.12367166666666,WAJAK,CODO - 65173,Monthly
Store 00648,C100350380,112.7267,-8.125357,WAJAK,BLAYU - 65173,Monthly
Store 00649,C000489101,112.725346,-8.128063,WAJAK,CODO - 65173,Monthly
Store 00650,C100060393,112.72889292,-8.12102018,WAJAK,SUKOLILO - 65173,Biweekly
Store 00651,C100141861,112.72707989,-8.12039561,WAJAK,SUKOLILO - 65173,Monthly
Store 00652,C100110997,112.74530133,-8.11904791,WAJAK,BLAYU - 65173,Biweekly
Store 00653,C000197619,112.727195,-8.120461,WAJAK,SUKOLILO - 65173,Monthly
Store 00654,C100202495,112.762655,-8.119549,WAJAK,PATOKPICIS - 65173,Biweekly
Store 00655,C000197620,112.738176,-8.11348,WAJAK,BLAYU - 65173,Monthly
Store 00656,C000489173,112.763527,-8.119394,WAJAK,PATOKPICIS - 65173,Biweekly
Store 00657,C000465488,112.752412,-8.118974,WAJAK,PATOKPICIS - 65173,Monthly
Store 00658,C000197598,112.73743,-8.11343,WAJAK,BLAYU - 65173,Monthly
Store 00659,C000197605,112.722786,-8.100126,WAJAK,WAJAK - 65173,Biweekly
Store 00660,C000197594,112.733043,-8.110858,WAJAK,WAJAK - 65173,Monthly
Store 00661,C000197596,112.725976,-8.128476,WAJAK,CODO - 65173,Monthly
Store 00662,C100066919,112.75636356,-8.14652119,WAJAK,BRINGIN - 65173,Monthly
Store 00663,C000197391,112.735923,-8.113251,WAJAK,BLAYU - 65173,Weekly
Store 00664,C100299956,112.6289205,-8.0045496,PAKISAJI,KENDALPAYAK - 65162,Weekly
Store 00665,C100377967,112.62910421,-8.0048927,PAKISAJI,WADUNG - 65162,Weekly
Store 00666,C100388206,112.609,-8.06337,PAKISAJI,KARANGDUREN - 65162,Monthly
Store 00667,C100386792,112.617168,-8.064831,PAKISAJI,WONOKERSO - 65162,Weekly
Store 00668,C100385854,112.6265847,-8.075056,PAKISAJI,WONOKERSO - 65162,Weekly
Store 00669,C100338941,112.61639022,-8.05273285,PAKISAJI,KARANGDUREN - 65162,Monthly
Store 00670,C100266973,112.6272125,-8.0536784,PAKISAJI,KENDALPAYAK - 65162,Biweekly
Store 00671,C100081542,112.62707395,-8.04200113,PAKISAJI,KENDALPAYAK - 65162,Biweekly
Store 00672,C100273401,112.646698,-8.006795,PAKISAJI,PAKISAJI - 65162,Monthly
Store 00673,C100388189,112.611925,-8.037139,PAKISAJI,KEBONAGUNG - 65162,Monthly
Store 00674,C000199285,112.627092,-8.050954,PAKISAJI,KENDALPAYAK - 65162,Biweekly
Store 00675,C000199384,112.627315,-8.04679,PAKISAJI,KENDALPAYAK - 65162,Biweekly
Store 00676,C100191976,112.6266772,-8.0637455,PAKISAJI,KARANGDUREN - 65162,Biweekly
Store 00677,C000503786,112.626138,-8.063979,PAKISAJI,KARANGDUREN - 65162,Weekly
Store 00678,C100347996,112.61287,-8.064812,PAKISAJI,KARANGDUREN - 65162,Monthly
Store 00679,C100300324,112.612732,-8.066052,PAKISAJI,KARANGDUREN - 65162,Biweekly
Store 00680,C100102794,112.61539666,-8.0647193,PAKISAJI,KARANGDUREN - 65162,Biweekly
Store 00681,C100092549,112.61901441,-8.05484241,PAKISAJI,KENDALPAYAK - 65162,Biweekly
Store 00682,C100102793,112.62415404,-8.06562982,PAKISAJI,KARANGDUREN - 65162,Biweekly
Store 00683,C000199284,112.627203,-8.051094,PAKISAJI,KENDALPAYAK - 65162,Biweekly
Store 00684,C000199380,112.6269,-8.0732,PAKISAJI,WONOKERSO - 65162,Biweekly
Store 00685,C000199185,112.605743,-8.050821,PAKISAJI,GENENGAN - 65162,Monthly
Store 00686,C100286594,112.5977537,-8.065757,PAKISAJI,KARANGDUREN - 65162,Monthly
Store 00687,C100300325,112.601283,-8.060556,PAKISAJI,PAKISAJI - 65162,Monthly
Store 00688,C100285456,112.601399,-8.060593,PAKISAJI,PAKISAJI - 65162,Monthly
Store 00689,C100178225,112.60034522,-8.06297678,PAKISAJI,PAKISAJI - 65162,Monthly
Store 00690,C000199364,112.601775,-8.057511,PAKISAJI,GENENGAN - 65162,Biweekly
Store 00691,C000199262,112.599609,-8.06347,PAKISAJI,PAKISAJI - 65162,Biweekly
Store 00692,C100284197,112.5970168,-8.0699129,PAKISAJI,KENDALPAYAK - 65162,Biweekly
Store 00693,C000199707,112.594592,-8.073144,PAKISAJI,KARANGPANDAN - 65162,Monthly
Store 00694,C100065659,112.59334717,-8.07382115,PAKISAJI,KARANGPANDAN - 65162,Biweekly
Store 00695,C000199534,112.594386,-8.073471,PAKISAJI,KARANGPANDAN - 65162,Biweekly
Store 00696,C000468342,112.598,-8.08116,PAKISAJI,GELANGGANG - 65162,Biweekly
Store 00697,C000468335,112.59643,-8.079678,PAKISAJI,GELANGGANG - 65162,Monthly
Store 00698,C000199711,112.595658,-8.0775,PAKISAJI,KARANGPANDAN - 65162,Monthly
Store 00699,C000504381,112.592009,-8.073171,PAKISAJI,KARANGPANDAN - 65162,Monthly
Store 00700,C000199524,112.596311,-8.074406,PAKISAJI,KARANGPANDAN - 65162,Monthly
Store 00701,C000199376,112.61178,-8.075253,PAKISAJI,SUTOJAYAN - 65162,Biweekly
Store 00702,C000199375,112.611743,-8.074745,PAKISAJI,SUTOJAYAN - 65162,Biweekly
Store 00703,C000199532,112.608855,-8.062406,PAKISAJI,KARANGDUREN - 65162,Biweekly
Store 00704,C000199371,112.612886,-8.064949,PAKISAJI,KARANGDUREN - 65162,Biweekly
Store 00705,C100338940,112.5904054,-8.0647823,PAKISAJI,JATISARI - 65162,Biweekly
Store 00706,C000199191,112.601931,-8.063875,PAKISAJI,PAKISAJI - 65162,Biweekly
Store 00707,C000199369,112.627929,-8.002709,PAKISAJI,KEBONAGUNG - 65162,Monthly
Store 00708,C100319685,112.5966077,-8.0001548,PAKISAJI,WADUNG - 65162,Biweekly
Store 00709,C100301350,112.5923282,-8.0442795,PAKISAJI,WADUNG - 65162,Biweekly
Store 00710,C000199527,112.591745,-8.048404,PAKISAJI,WADUNG - 65162,Monthly
Store 00711,C100336633,112.60654511,-8.04932638,PAKISAJI,GENENGAN - 65162,Biweekly
Store 00712,C000199530,112.606552,-8.049325,PAKISAJI,KEBONAGUNG - 65162,Monthly
Store 00713,C000199528,112.606521,-8.049405,PAKISAJI,KEBONAGUNG - 65162,Monthly
Store 00714,C000199529,112.592483,-8.044198,PAKISAJI,WADUNG - 65162,Monthly
Store 00715,C100186001,112.589126,-8.055971,PAKISAJI,PAKISAJI - 65162,Monthly
Store 00716,C000199368,112.592508,-8.044269,PAKISAJI,WADUNG - 65162,Weekly
Store 00717,C000199374,112.611449,-8.078838,PAKISAJI,SUTOJAYAN - 65162,Biweekly
Store 00718,C000199373,112.611918,-8.076923,PAKISAJI,SUTOJAYAN - 65162,Biweekly
Store 00719,C000199296,112.612313,-8.073033,PAKISAJI,SUTOJAYAN - 65162,Biweekly
Store 00720,C100189850,112.58139,-8.067116,PAKISAJI,PERMANU - 65162,Biweekly
Store 00721,C100092559,112.58677761,-8.07186514,PAKISAJI,KARANGPANDAN - 65162,Monthly
Store 00722,C000199525,112.588102,-8.071366,PAKISAJI,PERMANU - 65162,Biweekly
Store 00723,C000199184,112.605251,-8.051707,PAKISAJI,GENENGAN - 65162,Biweekly
Store 00724,C100205720,112.607594,-8.100459,PAKISAJI,PAKISAJI - 65162,Biweekly
Store 00725,C100190847,112.494946,-8.031328,PAKISAJI,PAKISAJI - 65162,Biweekly
Store 00726,C000199022,112.599173,-8.064665,PAKISAJI,PAKISAJI - 65162,Biweekly
Store 00727,C000199019,112.600749,-8.061906,PAKISAJI,PAKISAJI - 65162,Monthly
Store 00728,C000199052,112.58091,-8.065742,PAKISAJI,PERMANU - 65162,Biweekly
Store 00729,C000198982,112.593779,-8.073917,PAKISAJI,KARANGPANDAN - 65162,Monthly
Store 00730,C000198975,112.596428,-8.069863,PAKISAJI,PAKISAJI - 65162,Monthly
Store 00731,C100403666,0,0,PAKISAJI,WADUNG - 65162,Biweekly
Store 00732,C100280740,112.57659765,-8.11072162,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00733,C100287244,112.5977543,-8.0657576,SUMBERPUCUNG,JATIGUWI - 65160,Weekly
Store 00734,C100319222,112.5868547,-8.0886295,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00735,C100374947,112.47173264,-8.15626507,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00736,C100387019,112.47170688,-8.15628019,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00737,C100374551,112.471728,-8.15624438,SUMBERPUCUNG,KARANGKATES - 65160,Biweekly
Store 00738,C100308706,112.47183,-8.15626,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00739,C100232169,112.4801418,-8.1566069,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00740,C100267903,112.45185932,-8.15071507,SUMBERPUCUNG,KARANGKATES - 65160,Biweekly
Store 00741,C100250408,112.4519324,-8.1506152,SUMBERPUCUNG,KARANGKATES - 65160,Monthly
Store 00742,C100331070,112.45024405,-8.15571736,SUMBERPUCUNG,KARANGKATES - 65160,Biweekly
Store 00743,C100336114,112.47,-8.16725,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00744,C100299314,112.470393,-8.166276,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Weekly
Store 00745,C100242207,112.45187303,-8.15077812,SUMBERPUCUNG,KARANGKATES - 65160,Monthly
Store 00746,C100317026,112.51502623,-8.16730121,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00747,C100282282,112.51501959,-8.16732,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00748,C100317306,112.515108,-8.167083,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00749,C100276628,112.515061,-8.167332,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00750,C100388172,112.501013,-8.161393,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00751,C000199489,112.500621,-8.161258,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00752,C000199498,112.495435,-8.162441,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00753,C000199497,112.495373,-8.162404,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00754,C100100221,112.49770062,-8.15922026,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00755,C100100217,112.49763787,-8.16073218,SUMBERPUCUNG,JATIGUWI - 65160,Weekly
Store 00756,C000199496,112.495512,-8.160816,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00757,C000199488,112.498451,-8.160908,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00758,C000199492,112.504293,-8.162298,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00759,C100388171,112.504791,-8.162217,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00760,C000199494,112.505218,-8.161303,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00761,C000199491,112.504785,-8.162404,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00762,C100388170,112.505958,-8.15859,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00763,C000199664,112.506269,-8.158743,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00764,C100411618,112.51060338,-8.16517607,SUMBERPUCUNG,SENGGRENG - 65160,Monthly
Store 00765,C000199490,112.50712,-8.162633,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00766,C000199487,112.502588,-8.159548,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00767,C100390656,112.5168407,-8.15128,SUMBERPUCUNG,NGEBRUG - 65160,Monthly
Store 00768,C000468336,112.517019,-8.150517,SUMBERPUCUNG,SAMBIGEDE - 65160,Monthly
Store 00769,C100407148,112.5156391,-8.1505322,SUMBERPUCUNG,NGEBRUG - 65160,Biweekly
Store 00770,C000199654,112.517344,-8.151417,SUMBERPUCUNG,NGEBRUG - 65160,Monthly
Store 00771,C000199516,112.519666,-8.148788,SUMBERPUCUNG,NGEBRUG - 65160,Biweekly
Store 00772,C000199515,112.516062,-8.15068,SUMBERPUCUNG,NGEBRUG - 65160,Biweekly
Store 00773,C100109315,112.51503178,-8.16711267,SUMBERPUCUNG,SENGGRENG - 65160,Monthly
Store 00774,C100271307,112.51541599,-8.16717928,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00775,C100109283,112.51505408,-8.16725684,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00776,C000468352,112.514501,-8.166895,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00777,C100354711,112.51976814,-8.16796679,SUMBERPUCUNG,TERNYANG - 65160,Weekly
Store 00778,C000199681,112.516153,-8.16254,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00779,C000199485,112.509358,-8.156331,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00780,C000199658,112.515,-8.1674,SUMBERPUCUNG,SENGGRENG - 65160,Monthly
Store 00781,C000199661,112.515392,-8.167163,SUMBERPUCUNG,SENGGRENG - 65160,Monthly
Store 00782,C000199659,112.51576,-8.167058,SUMBERPUCUNG,SENGGRENG - 65160,Monthly
Store 00783,C000199655,112.515,-8.16736,SUMBERPUCUNG,SENGGRENG - 65160,Monthly
Store 00784,C100158959,112.49189712,-8.15903306,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00785,C100116074,112.49019685,-8.1573304,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00786,C100100209,112.49622348,-8.15011164,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00787,C000199484,112.516758,-8.150454,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00788,C000199310,112.515348,-8.167441,SUMBERPUCUNG,SENGGRENG - 65160,Monthly
Store 00789,C100086521,112.480382,-8.156488,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00790,C000199513,112.478341,-8.156532,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Monthly
Store 00791,C100147145,112.47410259,-8.15924152,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00792,C100169087,112.47344954,-8.16319216,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00793,C000199665,112.47388,-8.157056,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00794,C000199502,112.48054,-8.156058,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Monthly
Store 00795,C000199507,112.448442,-8.155203,SUMBERPUCUNG,KARANGKATES - 65160,Monthly
Store 00796,C000199509,112.450324,-8.155901,SUMBERPUCUNG,KARANGKATES - 65160,Biweekly
Store 00797,C100061820,112.45085052,-8.15544434,SUMBERPUCUNG,KARANGKATES - 65160,Weekly
Store 00798,C100061830,112.45116268,-8.15145273,SUMBERPUCUNG,KARANGKATES - 65160,Weekly
Store 00799,C000199506,112.449874,-8.155617,SUMBERPUCUNG,KARANGKATES - 65160,Monthly
Store 00800,C000199508,112.453674,-8.158872,SUMBERPUCUNG,KARANGKATES - 65160,Monthly
Store 00801,C000199504,112.451,-8.15218,SUMBERPUCUNG,KARANGKATES - 65160,Weekly
Store 00802,C000199510,112.468724,-8.156997,SUMBERPUCUNG,KARANGKATES - 65160,Biweekly
Store 00803,C000199503,112.46835,-8.157271,SUMBERPUCUNG,KARANGKATES - 65160,Biweekly
Store 00804,C000468337,112.494491,-8.155562,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00805,C000199493,112.491634,-8.159388,SUMBERPUCUNG,JATIGUWI - 65160,Biweekly
Store 00806,C000199309,112.515466,-8.16729,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00807,C000198940,112.516487,-8.150604,SUMBERPUCUNG,SAMBIGEDE - 65160,Weekly
Store 00808,C000198939,112.516601,-8.150456,SUMBERPUCUNG,SAMBIGEDE - 65160,Weekly
Store 00809,C000198957,112.479599,-8.156579,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00810,C000199197,112.474107,-8.158534,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Monthly
Store 00811,C000198951,112.474321,-8.156954,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Weekly
Store 00812,C000198948,112.479748,-8.158001,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00813,C000199218,112.515405,-8.165677,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00814,C000199189,112.515048,-8.167216,SUMBERPUCUNG,SENGGRENG - 65160,Biweekly
Store 00815,C000199500,112.4629,-8.158513,SUMBERPUCUNG,KARANGKATES - 65160,Biweekly
Store 00816,C000198947,112.491828,-8.157386,SUMBERPUCUNG,JATIGUWI - 65160,Weekly
Store 00817,C100361496,112.553,-7.96522,SUMBERPUCUNG,SAMBIGEDE - 65160,Biweekly
Store 00818,C100364021,112.466,-7.97992,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00819,C100364022,112.466,-7.95223,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00820,C100364020,112.466,-7.97992,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00821,C100367309,112.521,-8.01737,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00822,C000198929,112.516519,-8.152457,SUMBERPUCUNG,NGEBRUG - 65160,Weekly
Store 00823,C100367308,112.411,-7.99049,SUMBERPUCUNG,SUMBERPUCUNG - 65160,Biweekly
Store 00824,C000197473,112.62891,-8.004547,SUMBERMANJING WETAN,SITIARJO - 65176,Monthly
Store 00825,C000465476,112.701421,-8.262604,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Monthly
Store 00826,C100205006,112.705733,-8.269786,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Weekly
Store 00827,C100334455,112.7058,-8.269886,SUMBERMANJING WETAN,KLEPU - 65176,Weekly
Store 00828,C000489102,112.705726,-8.269784,SUMBERMANJING WETAN,KLEPU - 65176,Weekly
Store 00829,C100388169,112.704689,-8.265348,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Monthly
Store 00830,C100351493,112.703532,-8.264936,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Biweekly
Store 00831,C100351492,112.702033,-8.264925,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Weekly
Store 00832,C100354517,112.69406,-8.265279,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Biweekly
Store 00833,C100387659,112.696915,-8.264807,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Biweekly
Store 00834,C100285072,112.694215,-8.265251,SUMBERMANJING WETAN,SITIARJO - 65176,Monthly
Store 00835,C100169899,112.698173,-8.26418,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Monthly
Store 00836,C000489137,112.70226,-8.265401,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Weekly
Store 00837,C000489095,112.70565,-8.26977,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Weekly
Store 00838,C000197484,112.701632,-8.263025,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Biweekly
Store 00839,C100334456,112.689228,-8.270408,SUMBERMANJING WETAN,RINGINKEMBAR - 65176,Monthly
Store 00840,C100354518,112.685088,-8.270819,SUMBERMANJING WETAN,SUMBERMANJING WETAN - 65176,Monthly
Store 00841,C100113666,112.68732448,-8.27096488,SUMBERMANJING WETAN,RINGINSARI - 65176,Weekly
Store 00842,C000489247,112.690899,-8.274384,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Biweekly
Store 00843,C100354519,112.679268,-8.274412,SUMBERMANJING WETAN,RINGINSARI - 65176,Biweekly
Store 00844,C100392770,112.690061666666,-8.30505,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Biweekly
Store 00845,C100162832,112.688269,-8.28642523,SUMBERMANJING WETAN,ARGOTIRTO - 65176,Weekly
Store 00846,C100123465,112.68992924,-8.30798715,SUMBERMANJING WETAN,HARJOKUNCARAN - 65176,Monthly
Store 00847,C100167706,112.68093385,-8.24655283,SUMBERMANJING WETAN,DRUJU - 65176,Biweekly
Store 00848,C000489214,112.693025,-8.26763,SUMBERMANJING WETAN,SUMBERMANJING WETAN - 65176,Biweekly
Store 00849,C000465489,112.676846,-8.373272,SUMBERMANJING WETAN,SITIARJO - 65176,Monthly
Store 00850,C100286035,112.676896,-8.373265,SUMBERMANJING WETAN,SUMBERMANJING WETAN - 65176,Biweekly
Store 00851,C100270533,112.676873,-8.373255,SUMBERMANJING WETAN,SITIARJO - 65176,Biweekly
Store 00852,C000197480,112.676834,-8.37314,SUMBERMANJING WETAN,SITIARJO - 65176,Monthly
Store 00853,C000197781,112.676928,-8.373084,SUMBERMANJING WETAN,SITIARJO - 65176,Monthly
Store 00854,C100146893,112.67695,-8.373251,SUMBERMANJING WETAN,SITIARJO - 65176,Monthly
Store 00855,C100291102,112.676989,-8.373381,SUMBERMANJING WETAN,KEDUNGBANTENG - 65176,Weekly
Store 00856,C000197469,112.676892,-8.373176,SUMBERMANJING WETAN,SITIARJO - 65176,Monthly
